"species"	"IUCN_TS_sum"	"IUCN_TS_sum_InclOld"	"Subset"	"Predicted_class_MOST"	"Predicted_PnonLC_MOST"	"Predicted_PLC_MOST"	"Expert"	"subset_plot_iucn_MOST"	"subset_plot_IUCNpreds1_MOST"	"subset_plot_IUCNpreds2_MOST"	"subset_plot_IUCNpreds1_exp_MOST"	"subset_plot_IUCNpreds2_exp_MOST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"	"Predicted_class_LEAST"	"Predicted_PnonLC_LEAST"	"Predicted_PLC_LEAST"	"subset_plot_iucn_LEAST"	"subset_plot_IUCNpreds1_LEAST"	"subset_plot_IUCNpreds2_LEAST"	"subset_plot_IUCNpreds1_exp_LEAST"	"subset_plot_IUCNpreds2_exp_LEAST"	"FD_G"	"ED"	"FDcat"	"EDcat"	"REC"	"OLD"	"PRED"	"Subset2"	"RLa"	"RLro"	"RLr"	"RLa_MLp_BS"	"RLro_MLpr_BS"	"RLr_MLpr_BS"	"RLa_MLp_WS"	"RLro_MLpr_WS"	"RLr_MLpr_WS"	"RLro_MLpr_EG_BS"	"RLro_MLpr_EG_WS"
"Calamus griseus"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	"1"	"NA"	"0.7"	"0.4"	"0.0586430628670095"	"0.7"	"0.4"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.318889530609787	"3.22151370428409"	"YES"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"
"Calamus guruba"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.19"	"0.81"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"EAsiaPacific"	"C"	"1"	"NA"	"0.8"	"0.8"	"0.268082573106329"	"0.8"	"0.8"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"0.421078111103928"	"0.578921888896072"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	0.317077275280032	"5.99531082329403"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"LC"	"LC"	"LC"	"LC"
"Calamus hallierianus"	"NE"	"NE"	"PREDICTED"	"LC"	"0.12"	"0.88"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	"1"	"NA"	"2.1"	"1.75"	"3.36739462556656"	"2.1"	"1.75"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"nonLC"	"0.524384505664508"	"0.475615494335492"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.31583421023186	"5.25836358460725"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Calamus halmaherensis"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"EAsiaPacific"	"C"	"1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0.321521549066417	"NA"	"YES"	"NA"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Calamus harmandii"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.886"	"0.114"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	"1"	"NA"	"1.2"	"0.9"	"0.508938009881546"	"1.2"	"0.9"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.706725677887269"	"0.293274322112731"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.325264087305736	"6.15778532804381"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Calamus heatubunii"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.864"	"0.136"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.73289925117329"	"0.26710074882671"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.221748200322881	"NA"	"NO"	"NA"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Calamus helferianus"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.616"	"0.384"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"CE"	"1"	"NA"	"0.95"	"0.6"	"0.179070781254618"	"0.95"	"0.6"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.628401095134611"	"0.371598904865389"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.286302420397286	"4.31497021071846"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Calamus henryanus"	"NE"	"LC"	"PREDICTED"	"LC"	"0.112"	"0.888"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	"1"	"NA"	"1.5"	"1"	"0.785398163397448"	"1.5"	"1"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"0.231512193231086"	"0.768487806768914"	"LC"	"LC"	"LC"	"LC"	"LC"	0.316302413083026	"3.59012496141833"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"LC"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Calamus heteracanthus"	"LC"	"LC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	"1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"YES"	"YES"	"YES"	"NO"	"NO"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.304640290396112	"5.3347577723541"	"YES"	"NO"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Calamus heteroideus"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"LC"	"NA"	"NA"	"NA"	"LC"	"LC"	"EAsiaPacific"	"C"	"1"	"NA"	"0.94"	"0.75"	"0.2768528525976"	"0.94"	"0.75"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	0.320132360699952	"5.01908672803422"	"YES"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"
"Calamus hirsutus"	"NE"	"NE"	"PREDICTED"	"LC"	"0.14"	"0.86"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	"1"	"NA"	"1.5"	"1"	"0.785398163397448"	"1.5"	"1"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"	"LC"	"0.240703597693712"	"0.759296402306288"	"NA"	"LC"	"LC"	"LC"	"LC"	0.31689763916757	"4.63153723135145"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Calamus holttumii"	"NE"	"nonLC"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	"1"	"NA"	"1"	"0.95"	"0.472547894977465"	"1"	"0.95"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.291427003087582	"3.18475698179064"	"YES"	"NO"	"NO"	"YES"	"NO"	"NOPRED_data_old_noOcc"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"
"Calamus hookerianus"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"LC"	"NA"	"NA"	"NA"	"LC"	"LC"	"EAsiaPacific"	"C"	"1"	"NA"	"1"	"1"	"0.523598775598299"	"1"	"1"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	0.314969812181291	"4.93873529317308"	"YES"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"
"Calamus horridus"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"EAsiaPacific"	"C"	"1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0.321521549066417	"4.79887502107278"	"YES"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Calamus hukaungensis"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.952"	"0.048"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	"1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.703216649339229"	"0.296783350660771"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.335573063476532	"3.43474735829962"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Calamus inermis"	"nonLC"	"nonLC"	"TEST"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	"1"	"NA"	"2.4"	"2.5"	"7.5398223686155"	"2.5"	"2.4"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"YES"	"NO"	"YES"	"YES"	"NO"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.3225952443219	"3.54593797420622"	"YES"	"NO"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Calamus ingens"	"NE"	"NE"	"PREDICTED"	"LC"	"0.186"	"0.814"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"A"	"1"	"7.9"	"4.5"	"2"	"9.42477796076938"	"4.5"	"2"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.521980329916557"	"0.478019670083443"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.342335620808823	"4.70349046032982"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Calamus inops"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	"1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.321521549066417	"4.69263072630482"	"YES"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"
"Calamus insignis"	"NE"	"NE"	"PREDICTED"	"LC"	"0.486"	"0.514"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	"1"	"NA"	"1.1"	"0.7"	"0.282219740047483"	"1.1"	"0.7"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"nonLC"	"0.542451211228016"	"0.457548788771984"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.302283953721145	"4.08733311453975"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Calamus interruptus"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.986"	"0.014"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	"1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.740914807738283"	"0.259085192261717"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.321521549066417	"NA"	"YES"	"NA"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Calamus jacobsii"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.848"	"0.152"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.736404847889057"	"0.263595152110943"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.221748200322881	"5.25269894335329"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Calamus javensis"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.482"	"0.518"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"EAsiaPacific"	"C"	"1"	"NA"	"1.35"	"1"	"0.706858347057703"	"1.35"	"1"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"YES"	"NO"	"YES"	"YES"	"NO"	"LC"	"0.127515502292168"	"0.872484497707832"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	0.316202026403048	"2.72915505181436"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"LC"	"LC"	"LC"	"LC"
"Calamus jenkinsianus"	"NE"	"LC"	"PREDICTED"	"LC"	"0.232"	"0.768"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"C"	"1"	"NA"	"2"	"1.9"	"3.78038315981972"	"2"	"1.9"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"	"LC"	"0.128186692943188"	"0.871813307056812"	"LC"	"LC"	"LC"	"LC"	"LC"	0.319076145274131	"4.73967889858794"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"LC"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Calamus jenningsianus"	"nonLC"	"nonLC"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	"1"	"NA"	"2"	"1.7"	"3.02640092295817"	"2"	"1.7"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.319667074900492	"2.7852315821414"	"YES"	"NO"	"YES"	"NO"	"NO"	"NOPRED_data_rec_noOcc"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Calamus johndransfieldii"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"EAsiaPacific"	"C"	"1"	"NA"	"2.5"	"1"	"1.30899693899575"	"2.5"	"1"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0.315094741957686	"4.93807880442416"	"YES"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Calamus johnsii"	"NE"	"NE"	"PREDICTED"	"LC"	"0.528"	"0.472"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.648373066315557"	"0.351626933684443"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.221748200322881	"4.2468027832542"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Calamus kampucheaensis"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.932"	"0.068"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.71498022863223"	"0.28501977136777"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.221748200322881	"6.28529793637921"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Calamus kandariensis"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	"1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.321521549066417	"3.54194447540721"	"YES"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"
"Calamus karnatakensis"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"EAsiaPacific"	"C"	"1"	"NA"	"0.8"	"0.8"	"0.268082573106329"	"0.8"	"0.8"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0.322127301143848	"4.50885715020428"	"YES"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Calamus karuensis"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.886"	"0.114"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	"1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NA"	"NA"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.692105729566416"	"0.307894270433584"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.319672371222363	"5.79023258771575"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Calamus katikii"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.982"	"0.018"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.735045967039369"	"0.264954032960632"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.221748200322881	"NA"	"NO"	"NA"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Calamus kebariensis"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"EAsiaPacific"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.221748200322881	"NA"	"NO"	"NA"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"
"Calamus kiahii"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.644"	"0.356"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"CE"	"1"	"NA"	"2.5"	"2"	"5.23598775598299"	"2.5"	"2"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.657245310914689"	"0.342754689085311"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.285811323777189	"3.35372963153446"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Calamus kingianus"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.686"	"0.314"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"C"	"1"	"NA"	"1"	"1"	"0.523598775598299"	"1"	"1"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.650485114258347"	"0.349514885741653"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.316516459295782	"4.17700259668146"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
